CustomerID,Recency,Frequency,Monetary,Cluster
13471,0,4,2.5075384615384615,0
13473,60,2,3.728095238095238,0
13474,235,1,2.32265625,1
13475,190,4,2.8886046511627907,1
13476,178,2,8.79551724137931,1
13477,37,6,2.530886075949367,0
13479,200,2,4.6466666666666665,1
13481,45,5,2.2855963302752293,0
13482,231,1,2.439090909090909,1
13483,65,1,1.0559999999999998,0
13484,240,1,7.5,1
13485,232,1,2.425217391304348,1
13486,77,3,2.9099999999999997,0
13487,57,3,4.451176470588235,0
13488,16,13,3.4669194312796208,0
13489,104,4,1.417142857142857,0
13491,51,10,3.372093023255814,0
13492,135,3,4.5016,0
13493,274,2,12.89625,1
13494,311,1,3.665,1
13495,7,5,2.5783333333333336,0
13496,10,2,3.108285714285714,0
13497,282,2,2.973684210526316,1
13499,17,5,2.131666666666667,0
13500,22,3,3.627076923076923,0
13501,287,1,3.7321153846153843,1
13502,16,3,1.7977777777777777,0
13503,70,1,2.1811764705882353,0
13504,63,1,3.7018181818181817,0
13505,72,4,3.2970232558139534,0
13506,315,2,2.8611538461538464,1
13507,2,4,3.3541975308641976,0
13508,243,1,5.1925,1
13509,8,7,1.3643181818181818,0
13510,0,4,2.385913043478261,0
13512,260,1,4.1353333333333335,1
13513,126,1,3.685,0
13514,73,1,4.175000000000001,0
13515,72,4,2.1654237288135594,0
13516,20,3,2.9477272727272723,0
13517,59,3,2.921631205673759,0
13518,85,1,2.7518421052631576,0
13519,77,1,6.34375,0
13520,58,6,4.549462365591398,0
13521,0,3,1.8141743119266056,0
13522,29,1,3.2700000000000005,0
13523,32,5,6.2013372093023245,0
13524,40,5,3.4651851851851854,0
13525,14,2,3.901666666666667,0
13527,33,7,2.858340807174888,0
13529,78,2,5.598666666666667,0
13531,204,2,4.539545454545455,1
13532,33,1,2.223181818181818,0
13533,182,3,1.9332894736842106,1
13534,1,25,2.811013513513514,0
13536,0,7,3.2182681564245814,0
13538,42,7,7.4764,0
13539,85,3,4.195135135135135,0
13544,39,2,2.943448275862069,0
13546,11,3,2.204285714285714,0
13548,95,2,2.8149193548387097,0
13549,25,7,3.5321568627450985,0
13551,318,1,7.65,1
13552,65,12,3.9112844036697245,0
13555,73,4,2.388235294117647,0
13557,27,2,1.4773529411764705,0
13558,5,4,2.2094857142857145,0
13560,6,1,2.9854545454545454,0
13561,215,1,3.5464285714285713,1
13562,81,3,3.83719512195122,0
13563,83,2,8.512857142857143,0
13564,143,3,10.248795180722892,0
13565,18,2,1.7186842105263158,0
13566,40,2,1.8909090909090909,0
13568,172,1,3.001136363636364,1
13569,16,2,3.1531764705882352,0
13570,242,1,2.102592592592593,1
13571,12,12,1.7267741935483871,0
13572,205,1,4.502424242424243,1
13573,49,2,3.5473076923076925,0
13575,22,5,2.1478260869565218,0
13576,9,18,3.223492063492064,0
13577,24,4,3.086987951807229,0
13579,14,2,4.260434782608695,0
13581,308,1,4.48,1
13583,155,1,2.0120754716981133,1
13584,306,1,4.164583333333333,1
13587,63,1,6.63625,0
13588,15,9,1.376494252873563,0
13589,14,2,6.701428571428571,0
13590,10,6,1.8458620689655172,0
13591,64,3,3.979310344827586,0
13592,35,4,6.26,0
13593,107,5,4.3735156250000005,0
13594,52,1,1.5953846153846152,0
13596,5,2,2.282951807228916,0
13598,46,1,3.3560000000000003,0
13599,0,21,2.7971659919028338,0
13600,311,1,3.0642105263157893,1
13601,44,2,1.8624242424242423,0
13602,64,1,2.0608695652173914,0
13603,25,1,2.111851851851852,0
13606,28,3,2.2688372093023257,0
13607,39,1,3.150612244897959,0
13610,11,7,2.8789823008849558,0
13611,88,3,2.35472972972973,0
13614,23,4,3.7748756218905473,0
13615,318,1,3.387391304347826,1
13617,39,3,2.789772727272727,0
13618,173,1,1.0353846153846153,1
13621,116,1,1.1289473684210527,0
13623,30,5,3.594444444444444,0
13626,252,1,2.1405263157894736,1
13627,58,5,2.9745652173913046,0
13629,22,11,2.3242372881355933,0
13630,4,7,2.003098591549296,0
13631,99,11,6.16090909090909,0
13632,24,5,3.1735616438356162,0
13634,32,5,3.3305851063829786,0
13635,67,1,2.405806451612903,0
13636,36,5,3.785396825396825,0
13637,51,3,2.365841584158416,0
13638,15,1,2.9925,0
13639,73,1,1.443,0
13642,215,1,3.251212121212121,1
13643,30,3,2.394642857142857,0
13644,15,4,3.043013698630137,0
13645,119,1,3.3699999999999997,0
13647,9,4,3.3203797468354432,0
13649,256,2,3.191304347826087,1
13650,16,6,3.1525,0
13651,34,2,6.058333333333334,0
13652,45,3,3.1233333333333335,0
13654,42,6,2.5266867469879517,0
13655,113,2,3.3296428571428573,0
13656,164,2,1.7189795918367348,1
13657,10,2,2.993125,0
13658,9,5,4.0226851851851855,0
13659,205,2,3.8291346153846155,1
13662,85,3,3.2800000000000002,0
13663,178,1,4.5,1
13666,59,3,3.7416666666666667,0
13667,148,1,2.4348275862068967,1
13668,2,21,2.976063829787234,0
13669,50,2,2.7511111111111113,0
13670,74,1,1.8768,0
13672,300,2,4.463333333333334,1
13673,18,2,3.301846153846154,0
13675,150,2,1.9028,1
13678,151,1,0.39375,1
13680,0,4,2.205230769230769,0
13681,17,4,2.902456140350877,0
13682,186,1,7.083333333333333,1
13684,285,1,1.7446666666666668,1
13685,2,7,0.7007692307692308,0
13686,182,1,1.1625,1
13689,62,1,1.7,0
13690,58,1,5.972222222222222,0
13692,24,3,2.5984905660377358,0
13694,3,50,1.5689964788732396,0
13695,30,15,2.646888888888889,0
13697,38,1,1.3933333333333333,0
13699,154,1,6.3064285714285715,1
13700,25,10,1.585736040609137,0
13703,317,1,9.95,1
13704,4,9,3.328805970149254,0
13705,7,3,7.6085714285714285,0
13706,302,1,2.774,1
13707,266,2,4.463333333333334,1
13708,270,1,2.057450980392157,1
13709,3,13,3.551071428571429,0
13710,31,1,1.16625,0
13711,218,2,3.7800000000000002,1
13712,246,1,1.2349999999999999,1
13715,280,5,2.284761904761905,1
13716,268,1,1.4195238095238094,1
13717,31,6,2.0434313725490196,0
13718,245,2,5.529166666666666,1
13719,14,5,3.266,0
13720,116,4,3.17906976744186,0
13721,35,1,2.8510714285714287,0
13722,131,3,2.8843529411764703,0
13723,216,1,5.283333333333333,1
13725,49,8,4.336057692307692,0
13726,38,2,1.0761904761904761,0
13727,28,2,2.941,0
13728,36,6,5.451746031746032,0
13730,135,2,3.238139534883721,0
13731,218,2,4.2894736842105265,1
13732,27,1,1.58,0
13735,24,4,4.036377551020408,0
13736,4,2,2.177696335078534,0
13737,199,1,3.848666666666667,1
13739,17,1,5.483333333333333,0
13740,240,1,1.5960869565217393,1
13741,71,3,5.225588235294118,0
13742,16,12,4.103551401869159,0
13743,2,7,1.1202439024390243,0
13744,94,2,1.7072222222222222,0
13745,161,1,0.6456000000000001,1
13747,373,1,9.95,1
13748,95,5,3.9964285714285714,0
13750,53,5,5.020416666666667,0
13751,287,1,3.5300000000000002,1
13752,123,6,3.0701315789473687,0
13753,287,1,1.7942857142857143,1
13754,151,2,2.3375,1
13755,3,9,3.0728947368421053,0
13756,1,14,2.7371126760563382,0
13758,11,7,3.287948717948718,0
13759,32,2,3.3627999999999996,0
13760,53,2,1.984561403508772,0
13761,49,2,2.9494285714285717,0
13762,218,1,1.26,1
13763,62,1,2.598,0
13764,70,3,2.7239903846153846,0
13767,1,37,3.713532608695652,0
13769,1,10,3.727777777777778,0
13771,63,4,2.6267226890756303,0
13772,33,3,2.463898305084746,0
13774,81,1,3.290909090909091,0
13777,0,33,2.269137055837563,0
13778,102,1,3.3,0
13780,6,2,2.5831578947368423,0
13781,250,1,4.557058823529411,1
13782,12,6,3.508521739130435,0
13784,9,11,2.6380645161290324,0
13786,366,1,1.8928571428571428,1
13787,75,2,2.4777419354838712,0
13790,3,1,0.7717777777777777,0
13791,127,2,1.2463636363636363,0
13792,65,2,3.5461538461538464,0
13798,0,57,2.1165329512893982,0
13799,116,2,2.1302564102564103,0
13800,309,1,2.553939393939394,1
13801,66,1,3.9543478260869565,0
13802,138,3,2.6631666666666667,0
13803,254,1,2.922941176470588,1
13804,30,7,3.0835036496350363,0
13805,51,2,0.5930769230769231,0
13806,63,1,5.233,0
13807,366,1,5.1499999999999995,1
13808,5,5,3.7531578947368422,0
13809,304,1,7.108333333333333,1
13810,28,3,21.278000000000002,0
13811,183,3,26.25,1
13812,41,3,3.586111111111111,0
13813,39,4,4.282608695652174,0
13814,91,2,3.020701754385965,0
13815,21,4,2.566875,0
13816,23,2,4.742142857142857,0
13817,28,2,3.219583333333333,0
13819,301,3,2.003611111111111,1
13821,144,2,3.2916949152542374,1
13822,5,2,1.7905208333333331,0
13823,18,2,3.9204999999999997,0
13824,32,5,2.7528260869565218,0
13826,175,1,5.7299999999999995,1
13827,57,3,3.7441935483870967,0
13828,21,1,1.9046666666666667,0
13831,15,6,3.957432432432433,0
13832,18,1,2.283333333333333,0
13833,158,1,4.8999999999999995,1
13835,24,4,3.2005454545454546,0
13837,211,2,2.1978947368421053,1
13838,5,4,3.102528735632184,0
13841,252,1,0.85,1
13842,58,9,4.044271844660194,0
13844,10,1,2.4605,0
13845,64,1,1.9544444444444444,0
13846,24,3,3.524909090909091,0
13848,91,3,0.462,0
13849,51,2,3.023960396039604,0
13850,128,1,2.4186021505376343,0
13851,95,3,2.238888888888889,0
13853,56,1,4.546086956521739,0
13854,8,25,4.628363636363637,0
13856,168,3,1.06,1
13858,56,1,4.335454545454545,0
13859,325,1,2.887857142857143,1
13860,0,5,3.514605263157895,0
13862,17,8,1.6970503597122304,0
13863,247,1,2.5965,1
13865,57,4,3.902333333333333,0
13866,73,1,3.375714285714286,0
13867,30,3,3.9440983606557376,0
13868,6,2,1.8542424242424242,0
13869,122,4,2.9445928338762215,0
13870,1,8,3.378608695652174,0
13871,22,13,3.7608928571428573,0
13873,119,3,4.609565217391304,0
13874,357,1,5.5055555555555555,1
13875,53,5,1.9584615384615385,0
13876,63,1,5.114285714285714,0
13877,85,1,1.1766666666666665,0
13878,54,1,4.655277777777778,0
13880,20,13,2.68830303030303,0
13881,3,20,2.6765168539325845,0
13882,2,5,3.381846153846154,0
13883,10,5,3.3760563380281687,0
13884,6,5,3.5635593220338984,0
13885,188,2,3.960714285714286,1
13886,70,1,3.805,0
13887,203,1,3.8542105263157898,1
13888,119,2,4.1217500000000005,0
13889,92,1,3.8333333333333335,0
13890,0,10,3.4015454545454546,0
13892,26,4,1.1092592592592592,0
13893,297,1,6.199999999999999,1
13894,23,3,2.6707407407407406,0
13895,27,4,2.9353389830508476,0
13897,49,1,1.9476470588235293,0
13898,325,1,2.6141666666666667,1
13899,15,2,3.0310526315789477,0
13900,182,3,3.113720930232558,1
13901,71,5,3.7404697986577182,0
13904,36,2,1.323846153846154,0
13908,79,4,2.867540983606557,0
13911,56,9,2.389189189189189,0
13914,11,2,2.5521212121212122,0
13917,49,2,2.022222222222222,0
13918,49,2,2.1853333333333333,0
13919,58,2,2.8360714285714286,0
13922,351,1,4.988571428571428,1
13923,53,1,2.9745,0
13924,1,6,2.6076068376068373,0
13925,92,4,5.914390243902439,0
13926,22,1,6.533636363636364,0
13927,74,1,2.6957142857142857,0
13928,10,4,5.767407407407408,0
13929,168,2,5.294444444444444,1
13930,57,2,1.6405882352941177,0
13931,95,2,2.0460344827586208,0
13932,294,1,6.103125,1
13933,108,2,3.460434782608696,0
13934,263,1,3.1870967741935483,1
13936,179,1,1.5419230769230767,1
13937,168,1,1.6944444444444444,1
13938,34,1,1.012857142857143,0
13939,22,3,1.1835555555555555,0
13940,16,4,3.121428571428571,0
13941,21,5,3.8584444444444443,0
13946,78,3,1.679090909090909,0
13947,64,1,2.93,0
13948,360,1,3.9499999999999997,1
13949,2,6,1.456625,0
13950,10,4,4.589714285714285,0
13951,175,3,3.4892307692307694,1
13952,217,2,3.9832919708029197,1
13953,6,7,2.293,0
13954,1,2,5.4508,0
13955,153,2,3.016060606060606,1
13956,4,5,3.4226973684210527,0
13959,78,3,2.2039130434782606,0
13960,20,2,2.105,0
13962,21,2,7.019090909090909,0
13963,307,4,3.2680000000000002,1
13967,145,1,3.6,1
13969,6,18,2.954297124600639,0
13971,18,8,2.225167785234899,0
13972,70,2,2.546,0
13973,286,1,3.7563636363636363,1
13974,48,1,2.1967857142857143,0
13975,30,6,2.1954142011834317,0
13976,206,1,3.568,1
13978,14,2,1.2106666666666668,0
13979,72,1,1.8322222222222222,0
13980,59,1,3.9145454545454546,0
13982,38,4,2.232072072072072,0
13983,29,12,6.329999999999999,0
13984,26,5,2.10875,0
13985,3,15,2.384498567335244,0
13986,16,1,1.8615384615384616,0
13988,19,6,2.99974358974359,0
13989,65,2,2.6253658536585367,0
13990,212,1,2.66,1
13991,11,6,1.4925000000000002,0
13992,29,1,1.17,0
13993,42,9,5.586942148760331,0
13994,3,6,3.8118064516129033,0
13995,14,5,2.227558139534884,0
13999,9,12,2.274903846153846,0
14000,210,1,1.9493333333333334,1
14001,45,3,3.536153846153846,0
14002,133,2,2.411489361702128,0
14004,42,7,2.8440350877192984,0
14005,9,5,2.205238095238095,0
14006,115,3,2.3706666666666667,0
14009,197,2,2.822142857142857,1
14012,277,1,2.8318181818181816,1
14013,109,3,1.3817647058823528,0
14014,76,1,0.5679487179487179,0
14015,52,1,3.107,0
14016,161,4,3.9495652173913043,1
14019,46,3,2.4148484848484846,0
14020,16,2,2.848974358974359,0
14021,154,3,4.502272727272727,1
14022,224,1,1.2953571428571429,1
14023,6,2,2.870967741935484,0
14024,121,2,3.70125,0
14027,60,1,2.143333333333333,0
14029,62,2,4.366,0
14030,17,8,4.054444444444445,0
14031,6,19,4.32708,0
14032,1,11,2.38993006993007,0
14034,21,3,2.354494382022472,0
14035,28,5,2.81030303030303,0
14036,284,1,4.371842105263158,1
14037,175,2,3.460714285714286,1
14038,77,3,1.917717391304348,0
14039,32,1,2.033333333333333,0
14040,40,12,3.8171063829787233,0
14041,265,1,1.870952380952381,1
14044,26,4,2.5656937799043065,0
14045,108,4,4.233333333333333,0
14046,283,1,0.5407142857142857,1
14047,8,5,4.8353125,0
14048,304,1,2.1890588235294115,1
14049,16,4,2.570655737704918,0
14050,31,2,1.5387037037037037,0
14051,0,23,4.660714285714286,0
14052,19,1,2.882142857142857,0
14053,123,2,1.3775,0
14054,64,1,1.5133333333333334,0
14055,105,1,4.453,0
14056,0,23,2.8268083182640145,0
14057,23,17,1.9360211267605636,0
14059,266,1,2.3125,1
14060,4,19,1.4406930693069306,0
14062,9,12,2.8256756756756753,0
14064,28,5,1.58,0
14066,266,1,4.364285714285715,1
14067,63,2,2.8625,0
14068,319,1,4.091666666666667,1
14071,3,8,2.4038271604938273,0
14073,31,1,2.1415384615384614,0
14075,4,3,1.8132558139534884,0
14076,128,1,2.009130434782609,0
14077,40,5,2.665952380952381,0
14078,101,6,2.6804615384615382,0
14079,124,1,3.2733333333333334,0
14080,32,1,0.95,0
14081,301,2,3.0334640522875818,1
14082,364,1,2.587586206896552,1
14083,3,9,2.806243093922652,0
14085,1,18,2.401177777777778,0
14087,2,1,1.4207246376811595,0
14088,9,13,5.730696095076401,0
14089,56,1,2.207142857142857,0
14090,324,1,1.06,1
14092,7,14,2.7328971962616824,0
14093,11,1,1.4897142857142855,0
14096,3,17,6.5217080806104475,0
14098,36,1,1.7047619047619047,0
14099,15,11,2.59356,0
14100,137,1,3.388461538461539,0
14101,73,6,1.73,0
14102,4,5,2.0744303797468353,0
14104,154,2,7.933809523809523,1
14105,238,1,2.9174324324324328,1
14107,51,7,2.6591056910569106,0
14108,30,2,3.093235294117647,0
14109,72,1,2.466666666666667,0
14110,3,12,2.3614193548387097,0
14111,13,4,3.6799999999999997,0
14112,22,7,2.5103125,0
14113,3,4,2.481176470588235,0
14114,273,2,6.312666666666667,1
14116,19,5,3.251666666666667,0
14117,143,1,1.25,0
14121,3,4,2.2942138364779874,0
14124,83,1,0.358,0
14125,10,3,3.1613173652694613,0
14126,7,3,4.040666666666667,0
14127,122,3,3.9595454545454545,0
14128,60,2,1.895,0
14129,1,5,2.734423076923077,0
14130,318,1,2.865373134328358,1
14132,1,11,1.71775,0
14133,129,3,3.7950000000000004,0
14135,1,15,2.472462686567164,0
14138,1,2,2.3117021276595744,0
14139,45,1,1.4576923076923076,0
14140,3,2,1.823939393939394,0
14141,2,4,3.5195,0
14142,372,1,1.7704545454545455,1
14143,133,1,5.485714285714286,0
14145,46,4,4.95,0
14146,8,5,2.6339047619047617,0
14147,77,2,4.55,0
14148,233,1,7.55,1
14149,220,1,2.9699999999999998,1
14150,35,2,1.6823076923076923,0
14152,74,2,1.143469387755102,0
14154,238,2,7.893076923076923,1
14155,265,1,5.45,1
14156,9,55,3.826914285714286,0
14157,19,2,2.1975000000000002,0
14158,39,1,1.5365853658536586,0
14159,19,11,1.4932392026578072,0
14161,215,3,3.1771296296296296,1
14162,173,2,3.8892,1
14163,86,4,4.738076923076923,0
14164,70,2,1.5541379310344827,0
14165,275,1,3.2376,1
14167,38,4,4.298461538461539,0
14171,97,1,2.8863793103448274,0
14173,10,4,4.376896551724138,0
14174,32,1,1.9373076923076922,0
14175,59,3,3.7063758389261743,0
14176,296,4,3.574193548387097,1
14177,85,4,4.346666666666667,0
14178,8,7,1.7031192660550458,0
14179,40,2,2.813575757575758,0
14180,10,25,9.311208333333333,0
14184,66,1,5.418333333333333,0
14185,330,1,59.73333333333333,1
14188,30,6,1.975076923076923,0
14189,1,15,2.158,0
14191,1,13,1.9932818532818533,0
14193,67,2,2.724047619047619,0
14194,4,21,3.387288428324698,0
14195,201,2,5.992857142857143,1
14196,106,1,3.265,0
14198,17,4,4.7356410256410255,0
14199,217,1,5.8999999999999995,1
14201,59,7,2.545945945945946,0
14204,1,1,2.4050000000000002,0
14205,16,2,4.167916666666667,0
14206,238,1,1.797,1
14208,94,1,3.5269999999999997,0
14209,10,6,5.291494252873563,0
14210,105,6,3.816372549019608,0
14211,52,9,2.7716964285714285,0
14212,89,1,1.2522222222222221,0
14214,30,5,2.3407462686567166,0
14215,11,6,2.221111111111111,0
14216,2,4,4.716271186440678,0
14217,1,17,5.4955,0
14218,42,1,1.4400000000000002,0
14219,3,1,2.2885714285714287,0
14220,246,2,3.3961904761904766,1
14221,41,9,3.2711398963730574,0
14222,176,1,1.706829268292683,1
14223,91,3,3.8998333333333335,0
14224,109,4,3.8577966101694914,0
14226,28,5,2.8997014925373135,0
14227,25,10,2.8489714285714287,0
14229,51,3,3.22,0
14231,183,3,3.6696000000000004,1
14232,42,5,1.8238260869565217,0
14233,48,4,2.7905714285714285,0
14234,21,4,1.591069182389937,0
14235,74,5,2.017974683544304,0
14236,80,2,2.0653333333333332,0
14237,372,1,7.122222222222222,1
14238,325,1,2.2874999999999996,1
14239,42,11,3.6066964285714285,0
14240,29,2,3.439761904761905,0
14241,183,1,1.955,1
14242,234,2,3.720625,1
14243,8,10,3.9612765957446805,0
14245,219,2,3.1289814814814814,1
14246,110,3,2.9734666666666665,0
14247,277,1,3.912,1
14248,317,1,3.0525,1
14250,6,3,2.487207207207207,0
14251,1,5,2.0692307692307694,0
14256,259,2,4.05188679245283,1
14257,63,5,2.838867924528302,0
14258,8,9,3.8380180180180177,0
14259,141,1,2.83,0
14261,50,2,5.064038461538461,0
14262,7,8,2.090699300699301,0
14264,154,2,6.62,1
14265,108,2,5.862903225806452,0
14267,162,3,4.3910909090909085,1
14270,331,1,4.570689655172414,1
14271,225,1,2.491,1
14272,73,2,2.2675757575757576,0
14273,50,4,2.4848275862068965,0
14276,98,3,2.2271875,0
14277,14,3,3.8665777777777777,0
14280,196,1,4.73375,1
14282,2,15,1.600320512820513,0
14284,30,2,4.821875,0
14285,20,4,4.82037037037037,0
14286,23,3,1.5431785714285713,0
14287,7,3,1.913333333333333,0
14288,212,1,3.00625,1
14289,8,6,5.346382978723404,0
14290,10,5,3.6530693069306936,0
14291,1,11,2.5928691983122363,0
14292,7,9,3.346,0
14293,2,4,2.206393442622951,0
14295,39,1,1.9300000000000002,0
14297,17,4,2.3419354838709676,0
14298,7,44,1.4979780085522296,0
14299,7,9,3.091818181818182,0
14300,18,1,1.383333333333333,0
14301,116,1,1.3523076923076922,0
14304,222,1,4.885294117647058,1
14305,70,3,2.3532380952380954,0
14306,50,2,4.135151515151516,0
14307,88,6,2.4864444444444445,0
14309,7,9,2.456153846153846,0
14311,242,1,5.084,1
14312,46,6,3.5480459770114945,0
14314,106,1,0.66625,0
14315,44,6,3.71,0
14317,64,1,3.0975,0
14320,206,2,1.957741935483871,1
14321,10,5,1.41869918699187,0
14323,114,2,2.996388888888889,0
14326,241,1,2.8000000000000003,1
14327,162,1,2.5875,1
14329,16,7,2.8467181467181466,0
14331,123,2,3.019285714285714,0
14332,22,3,2.1165384615384615,0
14333,67,1,8.063333333333334,0
14334,16,8,3.291543209876543,0
14335,15,2,2.2895238095238097,0
14336,16,4,1.6151111111111112,0
14338,160,2,3.6470967741935483,1
14339,242,1,2.032857142857143,1
14340,218,1,2.9333333333333336,1
14341,44,8,2.553875968992248,0
14342,20,4,2.8904761904761904,0
14344,126,8,4.225633802816901,0
14345,38,1,3.49,0
14346,120,2,4.602333333333333,0
14348,259,1,2.962222222222222,1
14349,9,1,2.3193548387096774,0
14350,273,1,2.2866666666666666,1
14351,164,1,4.25,1
14352,156,4,3.8659574468085105,1
14353,214,1,1.3666666666666665,1
14354,5,2,1.2377777777777779,0
14355,365,1,2.85,1
14356,79,2,3.9027272727272724,0
14357,42,1,1.9502439024390246,0
14359,18,3,3.922727272727273,0
14360,31,4,3.1004237288135594,0
14362,21,1,2.3285365853658537,0
14364,108,8,3.0260869565217394,0
14367,7,16,3.1757251908396946,0
14368,319,1,6.125,1
14371,294,1,3.775,1
14373,357,1,11.625,1
14375,184,1,1.8789333333333331,1
14377,190,2,9.15,1
14379,43,2,2.1617391304347824,0
14381,51,1,1.627857142857143,0
14382,25,1,1.6106870229007633,0
14383,37,3,3.32593220338983,0
14385,8,3,1.6164285714285715,0
14386,296,1,3.885714285714286,1
14387,32,3,3.382142857142857,0
14388,9,8,2.7180645161290324,0
14389,64,2,2.1333333333333333,0
14390,9,9,3.07986013986014,0
14393,217,1,5.390000000000001,1
14395,1,9,2.787057142857143,0
14396,64,2,2.626849315068493,0
14397,2,19,2.0789655172413792,0
14400,148,1,1.7368000000000001,1
14401,3,13,1.3996153846153845,0
14403,129,4,6.2535,0
14404,33,6,3.066116504854369,0
14406,118,1,3.795,0
14407,106,6,3.5512328767123287,0
14408,10,7,1.8925233644859814,0
14409,70,6,2.8044444444444445,0
14410,91,9,2.3759067357512955,0
14411,310,1,8.175,1
14412,42,2,2.304418604651163,0
14413,361,1,2.8065217391304347,1
14414,91,7,0.9145360824742267,0
14415,0,13,2.9509661016949154,0
14416,21,2,1.6685714285714286,0
14418,3,3,2.1406451612903226,0
14419,10,6,2.5041747572815534,0
14420,98,1,1.5313793103448274,0
14421,56,2,2.6351851851851853,0
14422,0,6,2.810225225225225,0
14423,217,1,1.9833333333333332,1
14424,17,1,6.71,0
14426,23,10,3.2663392857142854,0
14427,49,2,1.9870588235294118,0
14428,6,5,4.181319444444444,0
14431,302,1,4.69,1
14432,9,6,1.4508115183246075,0
14434,21,6,4.451666666666667,0
14436,98,1,2.1177777777777775,0
14437,365,1,1.05,1
14438,305,1,1.5944444444444443,1
14439,319,1,6.4809375,1
14440,7,5,4.7023636363636365,0
14441,0,4,5.544117647058823,0
14442,204,2,6.323492063492063,1
14443,53,4,2.5386021505376344,0
14446,0,4,1.8383276450511945,0
14447,18,5,2.576571428571429,0
14448,8,2,2.7175000000000002,0
14449,18,4,1.6575968992248062,0
14450,180,3,2.7905,1
14451,59,2,1.9695412844036697,0
14452,10,2,3.127741935483871,0
14453,189,1,3.777272727272727,1
14456,4,9,1.7757628865979382,0
14457,310,1,1.2550000000000001,1
14459,154,1,3.4364864864864866,1
14460,109,3,0.6643749999999999,0
14461,147,3,3.721833333333333,1
14462,65,11,2.8845416666666663,0
14463,97,3,5.976666666666667,0
14465,246,3,2.8282307692307693,1
14466,28,7,3.7937499999999997,0
14467,17,4,2.7585555555555556,0
14470,11,2,4.8388372093023255,0
14472,103,8,2.7660142348754446,0
14473,73,2,4.107142857142857,0
14474,45,1,6.527931034482759,0
14475,71,3,3.125238095238095,0
14476,256,1,3.2710526315789474,1
14477,19,4,1.8920000000000001,0
14479,253,2,4.016666666666667,1
14480,10,1,3.0015384615384617,0
14481,164,2,1.994,1
14482,17,6,2.442361111111111,0
14483,281,1,1.8522222222222224,1
14484,49,1,2.0957142857142856,0
14485,38,1,2.682978723404255,0
14487,26,6,2.496111111111111,0
14488,67,1,2.131304347826087,0
14489,206,1,1.7770000000000001,1
14491,174,2,4.54235294117647,1
14493,6,5,3.024583333333333,0
14494,25,1,1.6614285714285713,0
14495,50,2,2.0083333333333333,0
14496,311,2,5.65421052631579,1
14497,308,1,4.478620689655172,1
14498,42,5,2.807720207253886,0
14499,25,3,1.9600515463917525,0
14500,87,3,6.214285714285714,0
14501,183,2,2.175,1
14502,19,11,2.378974358974359,0
14503,2,6,2.6662195121951218,0
14504,46,4,3.4827102803738317,0
14505,16,8,2.888247809762203,0
14506,16,5,3.365221518987342,0
14507,23,6,3.1722916666666667,0
14508,21,2,3.432280701754386,0
14511,10,5,2.501764705882353,0
14512,187,2,4.611739130434782,1
14513,100,3,2.4391666666666665,0
14514,60,3,3.2264383561643837,0
14515,17,6,2.7978217821782176,0
14517,32,2,5.333333333333333,0
14518,63,1,2.699375,0
14520,1,2,3.2075,0
14522,23,4,2.531764705882353,0
14523,107,1,2.72,0
14524,31,9,4.042660098522167,0
14525,19,9,3.239209621993127,0
14527,2,55,5.357716049382716,0
14528,36,1,1.973888888888889,0
14529,59,3,1.9686026200873363,0
14530,25,6,4.156435185185185,0
14532,235,4,5.6234375000000005,1
14533,24,7,1.4325806451612904,0
14534,2,18,3.3136030828516376,0
14535,59,3,2.5123333333333333,0
14536,259,1,4.8315789473684205,1
14537,57,1,2.963,0
14538,64,2,3.318947368421053,0
14539,15,2,2.0790625,0
14540,9,3,3.8622368421052626,0
14541,58,8,2.464054054054054,0
14542,185,1,5.41,1
14543,28,16,6.137222222222222,0
14544,23,2,2.4168421052631577,0
14546,4,5,2.679122807017544,0
14547,3,8,2.8737704918032785,0
14548,150,2,2.55,1
14549,310,1,3.2125,1
14550,10,2,2.184375,0
14551,17,2,4.702,0
14552,151,1,1.8751724137931036,1
14553,18,5,3.723628318584071,0
14554,9,4,2.756851851851852,0
14555,56,2,3.0109523809523813,0
14557,84,1,1.59,0
14560,6,22,4.907027027027027,0
14561,75,3,1.9856521739130433,0
14562,3,18,3.4981560283687942,0
14565,95,4,3.911732283464567,0
14566,110,1,1.79,0
14567,56,2,3.7118181818181815,0
14569,0,1,3.92,0
14570,280,2,3.372068965517242,1
14572,2,7,2.987888888888889,0
14573,179,9,4.4331489361702126,1
14576,371,1,2.95,1
14577,12,4,2.643333333333333,0
14578,2,1,2.45125,0
14581,16,1,1.5829411764705883,0
14582,40,1,3.39,0
14583,5,5,1.9964545454545455,0
14584,168,4,3.5141000000000004,1
14585,49,1,1.9896551724137932,0
14586,276,1,0.6984210526315789,1
14587,18,9,2.3890339425587466,0
14589,371,1,7.95,1
14591,14,4,2.8107106598984775,0
14592,34,3,2.0446341463414632,0
14593,21,3,2.0631578947368423,0
14594,6,2,3.3492452830188677,0
14595,19,6,2.9027450980392153,0
14597,10,2,1.4760000000000002,0
14598,43,1,1.5216,0
14600,305,1,5.3628,1
14601,10,1,1.4342857142857142,0
14603,274,1,1.65,1
14606,0,93,2.8132407407407407,0
14607,15,14,2.1001162790697676,0
14608,3,4,4.225,0
14609,71,4,0.1225,0
14616,242,3,3.44,1
14618,8,3,4.274375,0
